   0.38470	   0.39156	   0.39684	   0.40341	   0.40963	   0.41925	   0.42764	   0.43530	   0.44525	   0.45744	   0.46670	   0.48040	   0.49228	   0.50688	   0.52266	   0.53725	   0.55511	   0.57423	   0.59175	   0.61094	   0.63160	   0.65332	   0.67640	   0.69883	   0.72724	   0.75353	   0.78260	   0.81236	   0.84168	   0.87406	   0.90143	   0.92776	   0.94976	   0.96940	   0.98390	   0.99781	   1.00815	   1.01627	   1.02429	   1.02973	   1.03536	   1.04075	   1.04617	   1.05071	   1.05612	   1.06154	   1.06740	   1.07274	   1.07784	   1.08463	   1.09280	   1.10270	   1.11190	   1.12293	   1.13790	   1.15879	   1.17998	   1.19951	   1.22204	   1.25668	  -0.03513	  -0.01700	   0.00009	   0.01405	   0.02612	   0.03503	   0.04477	   0.05055	   0.05974	   0.06608	   0.07337	   0.08116	   0.08955	   0.09477	   0.10115	   0.10537	   0.11623	   0.12077	   0.12648	   0.13371	   0.13902	   0.14582	   0.15104	   0.15489	   0.16106	   0.16641	   0.16872	   0.17167	   0.16948	   0.16454	   0.15485	   0.14326	   0.12989	   0.11741	   0.10340	   0.09236	   0.08205	   0.07266	   0.06665	   0.06092	   0.05650	   0.05404	   0.05371	   0.05344	   0.05450	   0.05572	   0.05981	   0.06572	   0.07199	   0.07903	   0.08888	   0.10230	   0.11767	   0.13411	   0.15473	   0.18024	   0.21535	   0.25411	   0.29026	   0.32795
   0.38886	   0.39343	   0.40066	   0.40798	   0.41472	   0.42210	   0.43087	   0.44032	   0.45061	   0.46045	   0.47089	   0.48326	   0.49687	   0.51041	   0.52521	   0.54339	   0.55837	   0.57842	   0.59602	   0.61638	   0.63685	   0.66047	   0.68162	   0.70681	   0.73110	   0.75830	   0.78831	   0.81800	   0.84852	   0.88120	   0.90900	   0.93629	   0.95866	   0.97954	   0.99428	   1.00665	   1.01645	   1.02625	   1.03316	   1.03901	   1.04538	   1.05053	   1.05556	   1.06051	   1.06566	   1.07128	   1.07743	   1.08262	   1.08820	   1.09602	   1.10531	   1.11501	   1.12282	   1.13257	   1.14591	   1.16546	   1.18578	   1.20834	   1.23791	   1.28080	  -0.03399	  -0.01431	   0.00219	   0.01400	   0.02529	   0.03593	   0.04611	   0.05344	   0.06030	   0.06764	   0.07574	   0.08090	   0.08963	   0.09488	   0.10276	   0.10956	   0.11572	   0.12200	   0.12687	   0.13397	   0.14052	   0.14619	   0.15188	   0.15760	   0.16323	   0.16770	   0.17107	   0.17235	   0.17008	   0.16493	   0.15726	   0.14561	   0.13109	   0.11791	   0.10637	   0.09311	   0.08281	   0.07338	   0.06642	   0.06221	   0.05729	   0.05447	   0.05407	   0.05376	   0.05525	   0.05622	   0.06053	   0.06534	   0.07185	   0.07947	   0.09005	   0.10526	   0.12138	   0.13894	   0.15901	   0.18200	   0.21310	   0.24700	   0.28064	   0.32300
   0.39038	   0.39600	   0.40250	   0.40874	   0.41617	   0.42422	   0.43090	   0.44257	   0.45141	   0.46294	   0.47358	   0.48760	   0.49912	   0.51375	   0.52836	   0.54486	   0.56167	   0.57968	   0.59908	   0.61943	   0.63976	   0.66158	   0.68346	   0.70905	   0.73596	   0.76128	   0.78971	   0.82036	   0.85279	   0.88312	   0.91410	   0.93989	   0.96159	   0.98185	   1.00015	   1.00910	   1.02188	   1.03004	   1.03666	   1.04452	   1.05004	   1.05496	   1.05986	   1.06546	   1.07084	   1.07472	   1.08066	   1.08724	   1.09363	   1.10047	   1.10779	   1.11778	   1.13014	   1.14303	   1.15559	   1.16788	   1.18901	   1.21657	   1.24534	   1.27740	  -0.03370	  -0.01566	  -0.00000	   0.01531	   0.02625	   0.03507	   0.04433	   0.05294	   0.06055	   0.06825	   0.07360	   0.08209	   0.08842	   0.09512	   0.10241	   0.10910	   0.11535	   0.12288	   0.12845	   0.13457	   0.14054	   0.14615	   0.15321	   0.15820	   0.16384	   0.16902	   0.17255	   0.17258	   0.17157	   0.16611	   0.15806	   0.14721	   0.13393	   0.11904	   0.10719	   0.09386	   0.08330	   0.07552	   0.06692	   0.06147	   0.05790	   0.05498	   0.05367	   0.05420	   0.05506	   0.05787	   0.06026	   0.06537	   0.07233	   0.08153	   0.09073	   0.10267	   0.11865	   0.14024	   0.16487	   0.18764	   0.21288	   0.24707	   0.28773	   0.32955
   0.39194	   0.39643	   0.40406	   0.41059	   0.41739	   0.42510	   0.43446	   0.44279	   0.45283	   0.46578	   0.47639	   0.48821	   0.50109	   0.51648	   0.53004	   0.54558	   0.56503	   0.58198	   0.60108	   0.62104	   0.64249	   0.66418	   0.68648	   0.71287	   0.73812	   0.76589	   0.79384	   0.82599	   0.85594	   0.88802	   0.91772	   0.94489	   0.96799	   0.98812	   1.00293	   1.01739	   1.02655	   1.03449	   1.04233	   1.04891	   1.05406	   1.06065	   1.06637	   1.07045	   1.07602	   1.08159	   1.08718	   1.09338	   1.09889	   1.10486	   1.11369	   1.12397	   1.13422	   1.14490	   1.15960	   1.18025	   1.20510	   1.22793	   1.25019	   1.28189	  -0.03350	  -0.01592	   0.00160	   0.01473	   0.02569	   0.03618	   0.04380	   0.05360	   0.06167	   0.06864	   0.07595	   0.08304	   0.08932	   0.09592	   0.10209	   0.10976	   0.11696	   0.12294	   0.12930	   0.13547	   0.14180	   0.14942	   0.15310	   0.15881	   0.16482	   0.16935	   0.17230	   0.17487	   0.17209	   0.16663	   0.15893	   0.14678	   0.13460	   0.12027	   0.10599	   0.09359	   0.08437	   0.07402	   0.06788	   0.06280	   0.05820	   0.05446	   0.05423	   0.05463	   0.05604	   0.05723	   0.06092	   0.06711	   0.07442	   0.08231	   0.09112	   0.10434	   0.12045	   0.13810	   0.15939	   0.18213	   0.21587	   0.25741	   0.29768	   0.33673
   0.39225	   0.39760	   0.40540	   0.41088	   0.41967	   0.42648	   0.43666	   0.44412	   0.45343	   0.46610	   0.47730	   0.49035	   0.50195	   0.51677	   0.53197	   0.54845	   0.56395	   0.58287	   0.60273	   0.62253	   0.64346	   0.66542	   0.68860	   0.71270	   0.73963	   0.76707	   0.79628	   0.82683	   0.85963	   0.88799	   0.91942	   0.94693	   0.97085	   0.98918	   1.00633	   1.01991	   1.02979	   1.03917	   1.04654	   1.05182	   1.05751	   1.06407	   1.06870	   1.07313	   1.07831	   1.08416	   1.09004	   1.09607	   1.10168	   1.10944	   1.11902	   1.12891	   1.13743	   1.14661	   1.16058	   1.18057	   1.20139	   1.22449	   1.25489	   1.29838	  -0.03368	  -0.01436	   0.00130	   0.01406	   0.02651	   0.03686	   0.04399	   0.05142	   0.06091	   0.06827	   0.07507	   0.08303	   0.08971	   0.09747	   0.10334	   0.10972	   0.11587	   0.12285	   0.13044	   0.13457	   0.14145	   0.14796	   0.15388	   0.15933	   0.16500	   0.16894	   0.17340	   0.17481	   0.17456	   0.16838	   0.15971	   0.14825	   0.13546	   0.12051	   0.10659	   0.09455	   0.08378	   0.07447	   0.06844	   0.06288	   0.05837	   0.05578	   0.05457	   0.05409	   0.05596	   0.05707	   0.06116	   0.06690	   0.07278	   0.08065	   0.09144	   0.10645	   0.12356	   0.14088	   0.16121	   0.18483	   0.21609	   0.24984	   0.28396	   0.32562
   0.39252	   0.39886	   0.40643	   0.41185	   0.41923	   0.42625	   0.43490	   0.44399	   0.45476	   0.46526	   0.47667	   0.49059	   0.50252	   0.51802	   0.53200	   0.54700	   0.56547	   0.58359	   0.60297	   0.62310	   0.64421	   0.66600	   0.68919	   0.71470	   0.74049	   0.76762	   0.79806	   0.82798	   0.85945	   0.89047	   0.92166	   0.94814	   0.97153	   0.99136	   1.00835	   1.02036	   1.03179	   1.04020	   1.04718	   1.05472	   1.05878	   1.06507	   1.07109	   1.07542	   1.08145	   1.08644	   1.09272	   1.09907	   1.10428	   1.11057	   1.11907	   1.12933	   1.13988	   1.15109	   1.16546	   1.18593	   1.21128	   1.23495	   1.25763	   1.28814	  -0.03331	  -0.01463	   0.00143	   0.01484	   0.02504	   0.03470	   0.04488	   0.05327	   0.06146	   0.06842	   0.07607	   0.08315	   0.08983	   0.09746	   0.10369	   0.10968	   0.11786	   0.12235	   0.12876	   0.13592	   0.14133	   0.14810	   0.15445	   0.15952	   0.16625	   0.17076	   0.17431	   0.17498	   0.17423	   0.16897	   0.16064	   0.14880	   0.13602	   0.12196	   0.10690	   0.09323	   0.08541	   0.07610	   0.06844	   0.06269	   0.05811	   0.05620	   0.05488	   0.05466	   0.05605	   0.05744	   0.06119	   0.06789	   0.07491	   0.08269	   0.09206	   0.10516	   0.12103	   0.13937	   0.16060	   0.18325	   0.21648	   0.25815	   0.29983	   0.33888
   0.39164	   0.39783	   0.40432	   0.41165	   0.41959	   0.42804	   0.43634	   0.44610	   0.45592	   0.46635	   0.47700	   0.49121	   0.50350	   0.51828	   0.53371	   0.54850	   0.56538	   0.58327	   0.60445	   0.62372	   0.64458	   0.66715	   0.68973	   0.71407	   0.73958	   0.76775	   0.79660	   0.82711	   0.85922	   0.88985	   0.92201	   0.94883	   0.97327	   0.99186	   1.00879	   1.02111	   1.03153	   1.04065	   1.04833	   1.05506	   1.06178	   1.06584	   1.07189	   1.07720	   1.08238	   1.08680	   1.09190	   1.09895	   1.10590	   1.11256	   1.11975	   1.12964	   1.14233	   1.15683	   1.17039	   1.18245	   1.20122	   1.22892	   1.26014	   1.29382	  -0.03335	  -0.01412	  -0.00095	   0.01409	   0.02612	   0.03646	   0.04539	   0.05288	   0.06124	   0.06809	   0.07506	   0.08119	   0.08986	   0.09543	   0.10291	   0.10989	   0.11630	   0.12358	   0.12938	   0.13525	   0.14248	   0.14728	   0.15251	   0.16106	   0.16564	   0.17047	   0.17416	   0.17572	   0.17405	   0.16986	   0.16190	   0.14924	   0.13490	   0.12189	   0.10730	   0.09628	   0.08485	   0.07550	   0.06797	   0.06238	   0.05903	   0.05605	   0.05420	   0.05471	   0.05570	   0.05857	   0.06132	   0.06589	   0.07324	   0.08254	   0.09286	   0.10442	   0.11962	   0.14076	   0.16662	   0.19166	   0.21724	   0.24957	   0.29027	   0.33428
   0.39351	   0.39972	   0.40519	   0.41463	   0.42077	   0.42764	   0.43556	   0.44552	   0.45500	   0.46663	   0.47743	   0.48983	   0.50383	   0.51566	   0.53472	   0.54848	   0.56567	   0.58521	   0.60365	   0.62421	   0.64542	   0.66754	   0.68939	   0.71457	   0.74025	   0.76767	   0.79718	   0.82701	   0.85999	   0.89171	   0.92189	   0.94825	   0.97410	   0.99285	   1.00874	   1.02104	   1.03241	   1.04121	   1.04821	   1.05540	   1.06098	   1.06691	   1.07213	   1.07715	   1.08239	   1.08778	   1.09359	   1.09902	   1.10449	   1.11174	   1.12090	   1.13032	   1.13996	   1.15236	   1.16826	   1.19034	   1.21049	   1.23019	   1.25507	   1.29283	  -0.03208	  -0.01533	   0.00054	   0.01401	   0.02525	   0.03606	   0.04414	   0.05507	   0.06123	   0.06947	   0.07560	   0.08238	   0.08799	   0.09767	   0.10281	   0.10853	   0.11561	   0.12294	   0.12988	   0.13534	   0.14290	   0.14703	   0.15323	   0.15886	   0.16610	   0.17036	   0.17408	   0.17629	   0.17584	   0.17092	   0.16167	   0.15001	   0.13716	   0.12200	   0.10831	   0.09597	   0.08548	   0.07565	   0.06900	   0.06334	   0.05840	   0.05599	   0.05519	   0.05483	   0.05577	   0.05738	   0.06243	   0.06805	   0.07422	   0.08185	   0.09212	   0.10581	   0.12119	   0.13765	   0.15915	   0.18621	   0.22206	   0.25994	   0.29471	   0.33380
   0.39617	   0.40079	   0.40801	   0.41275	   0.42026	   0.42758	   0.43642	   0.44599	   0.45756	   0.46593	   0.47889	   0.49062	   0.50390	   0.51702	   0.53262	   0.54762	   0.56495	   0.58286	   0.60231	   0.62118	   0.64279	   0.66526	   0.68761	   0.71168	   0.73851	   0.76614	   0.79513	   0.82528	   0.85618	   0.88784	   0.91891	   0.94507	   0.96896	   0.98973	   1.00477	   1.01728	   1.02711	   1.03700	   1.04442	   1.04975	   1.05548	   1.06103	   1.06690	   1.07112	   1.07542	   1.08179	   1.08817	   1.09356	   1.09967	   1.10745	   1.11721	   1.12644	   1.13525	   1.14536	   1.15910	   1.17926	   1.20035	   1.22309	   1.25316	   1.29725	  -0.03353	  -0.01448	   0.00133	   0.01513	   0.02550	   0.03491	   0.04504	   0.05307	   0.06135	   0.06850	   0.07538	   0.08084	   0.08912	   0.09649	   0.10243	   0.10891	   0.11545	   0.12073	   0.12863	   0.13369	   0.13891	   0.14670	   0.15225	   0.15789	   0.16485	   0.16820	   0.17373	   0.17391	   0.17298	   0.16814	   0.16085	   0.14872	   0.13415	   0.12098	   0.10842	   0.09529	   0.08388	   0.07449	   0.06827	   0.06266	   0.05780	   0.05557	   0.05452	   0.05474	   0.05542	   0.05730	   0.06094	   0.06668	   0.07320	   0.08095	   0.09202	   0.10689	   0.12376	   0.14135	   0.16161	   0.18534	   0.21637	   0.25030	   0.28377	   0.32594
   0.39691	   0.40070	   0.40865	   0.41450	   0.42200	   0.42952	   0.43749	   0.44592	   0.45808	   0.46860	   0.47992	   0.49098	   0.50403	   0.51788	   0.53324	   0.54873	   0.56593	   0.58199	   0.60340	   0.62335	   0.64350	   0.66468	   0.68783	   0.71195	   0.73761	   0.76367	   0.79270	   0.82457	   0.85546	   0.88581	   0.91526	   0.94401	   0.96702	   0.98690	   1.00306	   1.01387	   1.02568	   1.03317	   1.04099	   1.04812	   1.05321	   1.05852	   1.06426	   1.06883	   1.07381	   1.07847	   1.08477	   1.09122	   1.09696	   1.10372	   1.11209	   1.12397	   1.13452	   1.14476	   1.15726	   1.17319	   1.19669	   1.22290	   1.24982	   1.28649	  -0.03320	  -0.01541	   0.00074	   0.01436	   0.02609	   0.03632	   0.04511	   0.05340	   0.06071	   0.06670	   0.07450	   0.08099	   0.08894	   0.09545	   0.10049	   0.10774	   0.11469	   0.11904	   0.12732	   0.13258	   0.13945	   0.14596	   0.15132	   0.15645	   0.16286	   0.16703	   0.17158	   0.17362	   0.17259	   0.16656	   0.15914	   0.14636	   0.13362	   0.11939	   0.10648	   0.09345	   0.08382	   0.07365	   0.06704	   0.06213	   0.05768	   0.05502	   0.05370	   0.05384	   0.05561	   0.05721	   0.06041	   0.06638	   0.07353	   0.08171	   0.09109	   0.10446	   0.12266	   0.14273	   0.16637	   0.18667	   0.21444	   0.25103	   0.28932	   0.32743
